Date,High,Low,Open,Close,Volume,Adj Close
2017-08-01,96.79000091552734,95.55999755859375,96.4800033569336,96.12000274658203,964400.0,88.24050903320312
2017-08-02,97.31999969482422,95.69999694824219,95.80999755859375,96.80999755859375,795100.0,88.87393951416016
2017-08-03,97.4800033569336,96.5,96.80000305175781,96.83000183105469,1009300.0,88.8923110961914
2017-08-04,97.93000030517578,96.98999786376953,97.11000061035156,97.63999938964844,637800.0,89.63591003417969
2017-08-07,99.36000061035156,97.73999786376953,97.73999786376953,98.77999877929688,829600.0,90.6824722290039
2017-08-08,99.11000061035156,98.01000213623047,98.80999755859375,98.48999786376953,834900.0,90.41622161865234
2017-08-09,99.19999694824219,97.5199966430664,98.23999786376953,97.69000244140625,999200.0,89.68180847167969
2017-08-10,97.45999908447266,95.77999877929688,97.12000274658203,96.13999938964844,1043000.0,88.25886535644531
2017-08-11,97.16000366210938,95.26000213623047,95.26000213623047,96.70999908447266,784500.0,88.78213500976562
2017-08-14,98.04000091552734,97.12999725341797,97.12999725341797,97.5999984741211,593100.0,89.59918212890625
2017-08-15,98.91000366210938,97.5999984741211,97.94000244140625,97.9800033569336,818900.0,89.94804382324219
2017-08-16,98.70999908447266,97.76000213623047,98.44999694824219,98.16000366210938,788900.0,90.11326599121094
2017-08-17,98.36000061035156,96.52999877929688,97.86000061035156,96.58999633789062,521500.0,88.67198181152344
2017-08-18,96.61000061035156,95.31999969482422,96.5999984741211,95.7699966430664,1105600.0,87.9192123413086
2017-08-21,96.87000274658203,95.86000061035156,95.86000061035156,96.68000030517578,526500.0,88.75460815429688
2017-08-22,97.52999877929688,96.68000030517578,97.0,97.4000015258789,476800.0,89.41557312011719
2017-08-23,98.05999755859375,96.61000061035156,96.97000122070312,98.0199966430664,652500.0,89.98474884033203
2017-08-24,98.86000061035156,97.37000274658203,98.30000305175781,98.62000274658203,625700.0,90.53556823730469
2017-08-25,98.83999633789062,97.9800033569336,98.80999755859375,98.0,916800.0,89.96640014648438
2017-08-28,98.33000183105469,96.83000183105469,98.2300033569336,97.55000305175781,508000.0,89.55329895019531
2017-08-29,97.33999633789062,96.44000244140625,96.94999694824219,97.19999694824219,405100.0,89.23197174072266
2017-08-30,96.88999938964844,94.37999725341797,96.88999938964844,94.75,1597300.0,86.98281860351562
2017-08-31,97.16999816894531,95.01000213623047,95.30999755859375,97.0199966430664,848500.0,89.06674194335938
2017-09-01,98.29000091552734,96.81999969482422,97.43000030517578,98.05000305175781,506800.0,90.01229858398438
2017-09-05,98.7300033569336,96.58000183105469,98.08000183105469,96.72000122070312,759200.0,88.79132843017578
2017-09-06,97.27999877929688,96.01000213623047,97.05999755859375,97.05000305175781,1154700.0,89.09428405761719
