Date,High,Low,Open,Close,Volume,Adj Close
2017-08-01,21.200000762939453,20.200000762939453,21.200000762939453,20.600000381469727,199410.0,20.600000381469727
2017-08-02,21.0,19.0,20.799999237060547,19.399999618530273,315055.0,19.399999618530273
2017-08-03,19.799999237060547,19.0,19.399999618530273,19.399999618530273,233835.0,19.399999618530273
2017-08-04,21.200000762939453,19.399999618530273,19.399999618530273,20.200000762939453,323270.0,20.200000762939453
2017-08-07,20.399999618530273,18.799999237060547,20.399999618530273,19.200000762939453,283215.0,19.200000762939453
2017-08-08,20.399999618530273,19.200000762939453,19.600000381469727,19.399999618530273,215155.0,19.399999618530273
2017-08-09,21.799999237060547,19.799999237060547,21.399999618530273,19.799999237060547,425645.0,19.799999237060547
2017-08-10,20.200000762939453,19.399999618530273,20.0,19.600000381469727,242635.0,19.600000381469727
2017-08-11,20.399999618530273,19.399999618530273,19.600000381469727,20.0,184450.0,20.0
2017-08-14,21.0,19.799999237060547,20.0,20.600000381469727,191825.0,20.600000381469727
2017-08-15,20.799999237060547,20.200000762939453,20.799999237060547,20.200000762939453,114550.0,20.200000762939453
2017-08-16,21.0,20.0,20.399999618530273,20.200000762939453,104595.0,20.200000762939453
2017-08-17,20.600000381469727,19.399999618530273,20.0,19.799999237060547,163790.0,19.799999237060547
2017-08-18,20.200000762939453,19.399999618530273,19.399999618530273,20.0,135815.0,20.0
2017-08-21,20.200000762939453,19.600000381469727,20.0,20.0,145480.0,20.0
2017-08-22,20.200000762939453,20.0,20.0,20.0,90535.0,20.0
2017-08-23,21.200000762939453,20.399999618530273,21.0,20.799999237060547,219650.0,20.799999237060547
2017-08-24,21.200000762939453,20.799999237060547,20.799999237060547,20.799999237060547,124850.0,20.799999237060547
2017-08-25,21.600000381469727,20.799999237060547,21.0,21.200000762939453,264935.0,21.200000762939453
2017-08-28,22.600000381469727,21.200000762939453,21.399999618530273,21.600000381469727,182480.0,21.600000381469727
2017-08-29,22.0,21.200000762939453,21.600000381469727,21.200000762939453,146925.0,21.200000762939453
2017-08-30,21.600000381469727,21.0,21.200000762939453,21.200000762939453,177410.0,21.200000762939453
2017-08-31,21.600000381469727,21.0,21.200000762939453,21.0,191375.0,21.0
2017-09-01,23.200000762939453,21.0,21.0,22.0,395690.0,22.0
2017-09-05,22.200000762939453,21.200000762939453,22.200000762939453,21.600000381469727,210890.0,21.600000381469727
2017-09-06,22.799999237060547,21.600000381469727,21.600000381469727,22.0,154275.0,22.0
2017-09-07,23.799999237060547,22.0,22.0,23.600000381469727,293510.0,23.600000381469727
2017-09-08,23.600000381469727,22.600000381469727,23.399999618530273,23.200000762939453,200410.0,23.200000762939453
2017-09-11,23.399999618530273,22.600000381469727,23.399999618530273,23.0,174835.0,23.0
2017-09-12,23.600000381469727,22.799999237060547,23.0,22.799999237060547,202345.0,22.799999237060547
2017-09-13,24.0,22.799999237060547,22.799999237060547,23.799999237060547,233385.0,23.799999237060547
2017-09-14,24.600000381469727,22.799999237060547,24.0,23.0,354780.0,23.0
2017-09-15,23.200000762939453,22.200000762939453,23.200000762939453,22.799999237060547,424895.0,22.799999237060547
2017-09-18,23.0,22.200000762939453,22.799999237060547,22.399999618530273,227180.0,22.399999618530273
2017-09-19,23.0,22.399999618530273,22.600000381469727,22.799999237060547,236630.0,22.799999237060547
2017-09-20,23.399999618530273,22.799999237060547,23.0,23.0,144365.0,23.0
2017-09-21,23.399999618530273,22.799999237060547,23.0,23.200000762939453,148020.0,23.200000762939453
2017-09-22,23.600000381469727,23.0,23.399999618530273,23.200000762939453,142015.0,23.200000762939453
2017-09-25,25.600000381469727,23.200000762939453,23.399999618530273,24.200000762939453,573640.0,24.200000762939453
2017-09-26,25.399999618530273,23.399999618530273,25.399999618530273,23.600000381469727,247295.0,23.600000381469727
2017-09-27,24.0,22.600000381469727,24.0,23.200000762939453,267500.0,23.200000762939453
2017-09-28,23.200000762939453,22.600000381469727,23.200000762939453,23.0,153065.0,23.0
2017-09-29,23.200000762939453,22.799999237060547,23.200000762939453,22.799999237060547,146190.0,22.799999237060547
2017-10-02,23.399999618530273,22.799999237060547,22.799999237060547,23.399999618530273,161865.0,23.399999618530273
2017-10-03,23.399999618530273,22.799999237060547,23.399999618530273,23.0,285695.0,23.0
2017-10-04,23.399999618530273,22.799999237060547,23.399999618530273,23.200000762939453,209305.0,23.200000762939453
2017-10-05,23.600000381469727,22.799999237060547,23.0,23.200000762939453,215655.0,23.200000762939453
2017-10-06,23.399999618530273,22.399999618530273,23.0,23.0,219610.0,23.0
2017-10-09,23.399999618530273,22.600000381469727,22.799999237060547,23.200000762939453,118125.0,23.200000762939453
2017-10-10,23.399999618530273,22.799999237060547,23.399999618530273,23.399999618530273,163910.0,23.399999618530273
2017-10-11,24.600000381469727,23.0,23.200000762939453,23.200000762939453,231240.0,23.200000762939453
2017-10-12,24.0,22.799999237060547,23.0,23.600000381469727,203150.0,23.600000381469727
2017-10-13,23.600000381469727,22.600000381469727,23.0,22.799999237060547,232805.0,22.799999237060547
2017-10-16,23.200000762939453,22.200000762939453,22.799999237060547,22.399999618530273,192350.0,22.399999618530273
2017-10-17,22.600000381469727,21.200000762939453,22.399999618530273,21.600000381469727,231845.0,21.600000381469727
2017-10-18,21.799999237060547,20.200000762939453,21.399999618530273,20.399999618530273,265885.0,20.399999618530273
2017-10-19,21.600000381469727,19.600000381469727,20.200000762939453,21.200000762939453,374805.0,21.200000762939453
2017-10-20,21.600000381469727,20.399999618530273,21.200000762939453,21.0,138120.0,21.0
