,ticker,period0,period1,period2,period3,period4,period5,period6,period7,period8
0,A,-2.3370010375976564,-4.676998138427734,-2.728005218505859,-0.47199859619140627,-2.927998352050781,-3.577001190185547,-5.022000122070312,-6.187001037597657,-6.878999328613281
1,AAL,-8.990001678466797,-8.549999237060547,-7.260000228881836,-11.15999984741211,-11.969999313354492,-11.609999656677246,-8.59000015258789,-12.119999885559082,-13.849999427795408
2,AAP,7.509004211425781,1.6570007324218636,-1.1819992065429688,-0.19700012207031248,-1.1399993896484375,0.6560028076171875,0.45300140380859377,-1.105999755859375,-1.5809997558593751
3,AAPL,-0.9554992675781251,-0.7515029907226562,0.6642478942871094,2.4047477722167967,4.097748565673828,3.511499786376953,3.2447502136230466,3.3837493896484374,4.568999862670899
4,ABBV,-2.0419967651367186,-5.562991333007813,-12.924994659423827,-20.88599090576172,-12.508997344970703,-10.610991668701173,-8.963995361328125,-6.155997467041016,-1.1769943237304688
5,ABC,8.454000091552734,8.885001373291015,-0.09899978637695313,-1.538001251220703,-2.0269981384277345,-1.3839981079101564,7.247002410888672,14.759001159667969,-4.390998077392578
6,ABMD,-0.28399505615234377,4.5700012207031255,6.417999267578126,1.646002197265625,-2.3219940185546872,-2.4040008544921876,-1.2909942626953126,-4.2610015869140625,-3.350001525878906
7,ABT,1.0659965515136718,5.508003234863281,0.34000167846679685,-2.0050071716308593,3.8409988403320314,1.8850044250488283,6.585003662109375,-0.8969993591308593,-0.13300018310546874
8,ACN,-1.0380157470702671,-1.4089981079101561,-17.945004272460938,-30.632005310058595,-18.121005249023437,-22.882998657226608,-7.136999511718728,8.024000549316407,-1.2369949340820767
9,ADBE,-29.852999877929687,-30.99999084472656,-41.423004150390646,-36.47200622558594,-28.871014404296876,-38.72599792480473,-33.21800842285156,-31.026010131835935,-33.14500732421875
10,ADI,6.843994140625,-4.131016540527344,-5.776004028320313,-5.3390052795410154,-1.6020027160644532,-9.687001037597657,0.12199859619140625,3.595995330810547,-3.9720016479492184
11,ADM,-3.6840068817138674,0.5050159454345703,-2.42100257873534,9.507002258300782,27.800004577636717,21.37000274658203,21.63300552368164,23.62400646209717,18.212007904052737
12,ADP,2.4400192260742184,1.0900054931640626,-1.743988037109375,0.18200225830078126,-8.15400390625,-8.31699676513672,-11.888996887207032,-30.032992553710947,-18.849998474121083
13,ADSK,-4.25799560546875,-8.666995239257814,-11.505999755859374,-14.820999145507812,-17.431996154785157,-14.81300048828125,-19.502001953125,-16.482000732421874,-11.638003540039064
14,AEE,1.5430000305175782,3.6649986267089845,5.5879974365234375,10.112998962402344,8.003999328613281,3.316999053955078,6.940999603271485,5.639997100830079,4.04699935913086
15,AEP,1.3680007934570313,1.9260032653808594,3.922999572753906,5.79900131225586,2.0550025939941405,4.822999572753906,3.212999725341797,4.208000946044923,5.263001251220703
16,AES,0.6020000457763672,0.11700000762939454,0.3340000152587891,0.4079999923706054,0.22599992752075196,0.3789999961853027,0.15599994659423827,0.21399993896484376,0.2869999885559082
17,AFL,24.653993606567408,7.043993759155273,21.758983993530272,32.71098403930666,21.55998573303225,20.418989562988283,24.198998260498048,23.56799602508545,20.30298919677732
18,AIG,-1.7459987640380858,-1.5909984588623047,1.5610013961791993,1.0359996795654298,2.0149999618530274,5.488001823425293,1.7259986877441407,5.152001190185547,3.223000717163086
19,AIZ,1.700999450683594,0.8169998168945312,1.1269973754882814,-1.0610031127929689,-0.38600311279296873,-1.5330047607421875,-1.1220001220703124,0.026995849609375,-1.299005126953125
20,AJG,-1.0199981689453126,-1.1319999694824219,-0.34799804687499997,0.5279998779296875,-0.39899749755859376,-0.6019996643066406,1.4080024719238282,0.8660011291503906,1.3069992065429688
21,AKAM,-5.033003997802723,-1.912002563476551,-1.2039978027343636,-2.718001556396473,-2.5320007324218636,-3.976999664306629,-4.550999450683582,-0.9890007019042855,-1.7580001831054575
22,ALB,-1.5189979553222657,-2.331999969482422,-5.039997863769531,-5.13599967956543,-6.526998901367187,-7.7459968566894535,-7.06999740600586,-8.12799949645996,-7.709000778198242
23,ALGN,-26.453013610839843,-57.99700775146485,-39.31501007080078,-35.434007263183595,-13.562033081054686,-42.57400970458993,-69.49400177001954,-85.31500091552734,-88.78599700927734
24,ALK,1.027003288269043,-3.628996467590332,-2.5659961700439453,-12.192996215820312,-5.241995429992675,-3.6699960708618162,-3.636004829406727,-1.028999328613304,-3.7459947586059568
25,ALL,-1.238001251220703,-0.8059982299804689,-1.4579986572265624,-1.8749984741210937,-0.010999298095703125,1.2259994506835938,0.13800125122070311,1.3780014038085937,1.3110023498535157
26,ALLE,3.673998260498047,1.8699989318847656,5.083000946044922,3.257996368408203,6.013999176025391,6.537995147705078,8.140998840332031,8.036000823974609,8.733998870849609
27,AMAT,5.394002914428711,4.891003036499023,2.3770038604736325,-0.7729961395263673,1.970001220703125,0.2170013427734375,5.138000869750976,4.925004959106445,4.039003753662109
28,AMCR,0.9190003871917725,1.307000494003296,1.7999998569488525,1.5980007648468015,1.768000555038452,2.3180002689361574,1.9540005207061766,1.7900002002716064,1.9249998569488527
29,AMD,-1.9079998016357422,-0.11500244140624999,-1.792001724243164,-7.60300178527832,-6.006002807617188,-3.4640010833740233,-5.7879993438720705,-6.388000869750976,-5.592000198364258
30,AME,0.8080017089843751,2.3510009765624997,0.9450012207031251,0.24200210571289063,3.0600028991699215,0.12400131225585938,-0.8959999084472656,-0.09799652099609375,-1.279998779296875
31,AMGN,-2.3679962158203125,1.4690002441406251,3.6930007934570312,4.5300048828125,5.099002075195312,5.330999755859375,3.979002380371094,1.0899993896484375,1.3899993896484375
32,AMP,-3.849005126953125,3.7149978637695313,-2.0080024719238283,-7.617999267578125,-5.552995300292958,-6.11300048828125,-6.758998107910156,-4.940998077392578,0.7239997863769532
33,AMT,-3.9429962158203122,-2.5439910888671875,-1.9110000610351563,-1.8349990844726562,2.4570022583007813,-10.548004150390625,-8.212994384765624,-7.878999328613282,-8.824995422363282
34,AMZN,465.2700927734375,362.66015625,198.13599853515623,249.21505126953124,58.90408935546875,155.63411865234374,388.39600830078126,384.8851318359375,259.2650146484375
35,ANET,0.3425003051757813,-29.11898040771487,-22.05999298095703,-10.0659912109375,-5.691000366210938,-24.331500244140624,-35.24348602294921,-5.674008178710937,-17.17499542236328
36,ANSS,11.107002258300781,12.479998779296874,6.893995666503907,0.4170028686523437,8.645001220703124,4.336996459960937,1.3439971923828125,4.800996398925781,0.054997253417968746
37,ANTM,11.1840087890625,13.820001220703123,24.979006958007812,18.272003173828125,6.243002319335938,11.655001831054687,18.501007080078125,18.49200439453123,17.161004638671876
38,AON,5.539996337890625,8.888002014160158,6.8689956665039285,13.153990173339844,8.60199432373047,-0.8069992065429688,11.50799560546875,12.405990600585938,11.120994567871094
39,AOS,-1.2270008087158204,-2.183001708984375,0.6209983825683594,-0.017000961303710937,-0.8420024871826172,-0.5000030517578126,-0.04200172424316406,-0.2670005798339844,-0.9900009155273438
40,APA,-0.23300018310546877,-0.25500011444091797,-0.2840000152587891,-0.3040000915527344,-0.33600006103515623,-0.37900009155273434,-0.31400012969970703,-0.3340000152587891,-0.3760000228881836
41,APD,1.2399993896484374,1.517999267578125,1.756999206542969,2.0089996337890623,1.3439987182617188,-0.444000244140625,-0.5230010986328125,-1.0090011596679687,-2.632000732421875
42,APH,-0.654996109008789,-1.4064971923828125,-3.54499397277832,-0.28899688720703126,0.8540023803710937,1.4250076293945313,2.9310089111328126,2.326002502441406,2.4190032958984373
43,APTV,-1.0799972534179687,-1.2700004577636719,-1.179998779296875,-2.7089996337890625,-3.847999572753906,-3.7900001525878904,-4.509999084472656,-0.0079986572265625,-0.71099853515625
44,ARE,4.432000732421875,13.85400390625,13.296990966796876,16.27099151611328,12.740998840332033,25.336000061035158,24.458995056152343,34.64899749755859,24.947999572753908
45,ATO,0.22200393676757812,1.0920043945312499,0.0030006408691406247,0.6330024719238281,-2.1240005493164062,-2.5589996337890626,-4.688999176025391,-3.8339996337890625,-3.4349990844726563
46,ATVI,-5.7330066680908205,1.1629913330078125,3.1489994049072267,4.124998092651367,0.7479965209960937,4.935992813110351,4.958998489379883,2.3839954376220702,-1.6020069122314566
47,AVB,0.31800231933593753,2.8810012817382815,6.734002685546875,14.062001037597657,13.58800048828125,11.319003295898437,14.65700225830078,12.634004211425781,8.268002319335938
48,AVGO,-18.663000488281273,-14.746997070312478,-9.121009826660156,-11.223001098632812,-16.473994445800784,-11.1550048828125,-9.233003234863281,-9.336007690429687,-23.527001953125
49,AVY,-5.573007965087891,-15.248007202148436,-20.719007873535155,-14.752998352050781,-18.518003845214846,-3.0100021362304688,-3.848004150390625,-1.4100006103515625,-1.2310028076171875
50,AWK,-2.283003234863281,-0.21000213623046876,6.15098876953125,12.280999755859375,12.93800048828125,15.289990234375,15.370999145507813,17.16900177001953,11.408998107910156
51,AXP,-2.1340011596679687,-1.8930015563964846,-19.071003723144532,-3.3149993896484373,-4.3470001220703125,-3.938001251220703,-1.7090003967285157,-1.55,-0.8590011596679689
52,AZO,4.03302001953125,13.080029296875,-7.88297119140625,10.384045410156249,-6.15897216796875,-12.839984130859374,-20.2859619140625,-18.80596923828125,-24.39996337890625
53,BA,0.077996826171875,-3.2,-4.053001403808594,-3.8599975585937503,-5.279995727539062,-5.18800048828125,-10.565995788574218,-16.49000244140625,-14.41199951171875
54,BAC,0.10200080871582032,0.8119998931884765,0.44800033569335934,1.771000289916992,0.9199993133544921,0.4389999389648437,0.042999267578125,0.21899986267089844,0.40099983215332025
55,BAX,5.625998687744141,10.55599594116211,-2.2460014343261716,-0.077001953125,-0.8900016784667968,-1.820001220703125,-1.5660018920898438,-1.072003173828125,-1.2760017395019532
56,BBWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,BBY,7.297999572753884,-15.94900817871096,-2.2789970397949673,-16.065994262695312,-2.873003387451195,-2.167997360229515,-19.565009689331077,-14.457003021240233,-10.586996459960938
58,BDX,-1.1660049438476563,2.8620010375976563,3.771003723144531,1.3370040893554689,-1.6379959106445314,-0.06300048828124999,3.083001708984375,1.7410018920898436,-3.686997985839844
59,BEN,0.22300052642822266,0.48999996185302735,-0.043999671936035156,0.5110002517700195,0.6590002059936524,0.5980001449584961,0.44100055694580076,0.4659999847412109,0.46200046539306644
60,BF.B,,,,,,,,,
61,BIIB,-5.173994445800782,-2.2260040283203124,-1.703999328613281,-3.2970046997070312,-2.474995422363281,-5.629002380371116,-9.980000305175803,-8.864002990722657,-0.38199462890624997
62,BIO,0.76199951171875,7.72999267578125,9.011996459960937,3.8859954833984376,3.2100006103515626,3.1760040283203126,3.246994018554687,6.486996459960938,1.4579925537109375
63,BK,-0.6430004119873047,-1.2770004272460938,-1.691000747680664,-2.31300048828125,-2.520000457763672,-2.0050003051757814,-1.1870006561279296,-1.2400005340576172,-1.5330005645751952
64,BKNG,-31.31201171875,-40.756005859375,-32.364990234375,20.337011718750002,-15.4419921875,-29.115014648437498,-10.6939697265625,-29.022973632812498,-34.9869873046875
65,BKR,-8.529002475738526,-7.300001430511474,-14.702001476287844,-30.888997173309324,-2.541999912261963,-3.809000301361084,-3.2180015563964846,-2.56800012588501,-4.055000877380372
66,BLK,-0.9809906005859376,-20.64100036621094,-10.425012207031251,2.376007080078125,-7.322003173828125,-11.741009521484374,-17.380987548828124,-43.09199829101563,-39.09099426269531
67,BLL,0.13499984741210938,0.4189987182617188,-1.470001220703125,-0.7590003967285156,-0.037999725341796874,0.7239986419677735,-1.639000701904297,-0.9289993286132812,-1.6529998779296875
68,BMY,-6.709002685546875,-6.053001785278321,-3.8870010375976567,5.7159980773925785,2.8360019683837887,1.115999984741211,0.6639995574951172,0.5150001525878906,0.4209999084472656
69,BR,0.744000244140625,1.1270034790039063,-0.786998748779297,-0.6479965209960937,-2.0309989929199217,-1.1339988708496094,-0.9200004577636719,-0.3339996337890625,-2.1480010986328124
70,BRK-B,3.0539978027343753,4.372996520996094,5.5940002441406245,7.371995544433593,1.667002868652344,2.390997314453125,1.4960037231445313,-0.7669967651367188,2.4959976196289064
71,BSX,-0.9079992294311523,2.300999069213867,3.924999237060547,2.5220005035400392,3.6879999160766603,2.284000205993652,2.745999336242676,1.158000373840332,1.653999328613281
72,BWA,-0.006999969482421876,-0.0020000457763671878,0.10700035095214844,0.12500038146972656,-0.18300018310546876,-0.2689994812011719,-0.4399993896484375,-0.21400032043457032,0.8279998779296875
73,BXP,-22.551998901367188,2.785002136230469,-20.430010223388663,6.38199691772461,3.609998321533203,9.871996307373047,10.206993103027344,9.20499420166018,17.41600036621096
74,C,0.7210079193115234,-16.873993682861325,-19.01899108886719,-21.91799201965332,-10.239987182617186,-5.761994552612305,0.28300628662109373,6.477000427246093,12.343006134033203
75,CAG,-6.609991455078125,-6.515988540649414,-6.463982391357422,-6.731980514526367,-5.35399169921875,-6.892986297607422,-7.674981307983399,-8.30598258972168,-7.274983215332032
76,CAH,-0.08899993896484375,-0.3709995269775391,-0.09300003051757813,-0.03699989318847656,-0.2649997711181641,-0.5129997253417968,-0.5680000305175782,-0.6889999389648438,-0.8869998931884766
77,CARR,1.0009998321533204,1.655999755859375,2.40000057220459,4.001999855041504,2.1700002670288083,2.4040002822875977,1.6800004959106445,2.168000793457031,2.3009994506835936
78,CAT,0.3529937744140625,-2.7000053405761717,0.675994873046875,-2.073002624511719,-1.905004119873047,-3.069005584716797,-7.315003204345703,-9.422005462646485,-8.968003845214843
79,CB,-0.2779998779296875,-1.4239974975585483,7.262998962402365,25.63100662231445,38.29600372314454,42.31500167846679,58.67500762939453,31.41300735473635,54.05701293945312
80,CBOE,3.9309967041015623,7.2909912109375,20.833999633789062,15.935993194580078,16.600992584228518,14.314990997314453,12.629991912841799,14.084000396728493,14.881997680664064
81,CBRE,10.98499641418457,25.83500061035156,22.826003646850587,37.73599624633789,50.50699996948242,35.32699623107908,34.37200012207031,27.829999923706055,17.269996261596656
82,CCI,1.19200439453125,4.43699951171875,11.087007141113281,19.10200347900393,11.524003601074218,23.16801605224609,-4.604998779296874,-1.1170059204101563,15.834999084472656
83,CCL,4.28900032043457,-4.200000381469704,-4.724001312255859,5.835000228881835,34.104004287719725,10.625,25.357004356384277,14.62700595855713,43.78600006103516
84,CDNS,-1.6640026092529296,-2.933003616333008,-4.579002761840821,-6.447000503540039,-4.235001754760742,-5.8700004577636715,-4.766999053955078,-2.9040004730224607,-5.4680015563964846
85,CDW,-1.5980010986328126,-1.157000732421875,5.67199935913086,1.2680038452148439,3.1800010681152346,5.676003265380859,-1.5060028076171876,-2.5250015258789062,-2.8790016174316406
