,Symbol,Market Cap,Industry,pl5
2,AADI,597850597.0,Biotechnology: Pharmaceutical Preparations,0.09900000095367431
18,ABOS,631504498.0,Biotechnology: Pharmaceutical Preparations,0.40599994659423827
19,ABSI,1035715437.0,Biotechnology: Pharmaceutical Preparations,2.7519989013671875
20,ABST,559000494.0,,0.0
21,ABTX,716006480.0,Major Banks,0.06599884033203125
22,ABUS,416972989.0,,0.08799998760223389
25,ACAH,420037500.0,,0.0
28,ACB,1236383495.0,,0.0
32,ACBI,456816555.0,Major Banks,-0.4089998245239258
46,ACIU,492584994.0,Biotechnology: Pharmaceutical Preparations,0.0
51,ACLS,1596479030.0,Industrial Machinery/Components,-0.15099868774414063
52,ACMR,1920382787.0,Industrial Machinery/Components,1.1567024230957033
55,ACQR,605447291.0,Business Services,0.0
58,ACRS,1048012904.0,Biotechnology: Pharmaceutical Preparations,0.5040009498596191
62,ACTD,379229965.0,,0.0
64,ACTG,328897294.0,Multi-Sector Companies,0.05899999141693116
67,ADAG,622711129.0,Biotechnology: Pharmaceutical Preparations,0.0
68,ADAP,808943996.0,Biotechnology: Pharmaceutical Preparations,0.03899983167648315
70,ADER,333781250.0,,0.0
89,ADTN,909805548.0,Telecommunications Equipment,0.10199995040893554
91,ADUS,1344173676.0,Medical/Nursing Services,-3.043004608154297
109,AERI,586169547.0,Biotechnology: Biological Products (No Diagnostic Substances),0.18200006484985354
116,AFCG,354515245.0,Real Estate Investment Trusts,0.17299957275390623
118,AFIN,972013672.0,Real Estate Investment Trusts,0.0
121,AFMD,754311065.0,Biotechnology: Pharmaceutical Preparations,0.0
123,AFYA,1952575908.0,Other Consumer Services,0.0
127,AGC,641250000.0,,0.0
130,AGEN,1353230514.0,Biotechnology: Biological Products (No Diagnostic Substances),-0.03399996757507324
132,AGFY,470171363.0,Diversified Commercial Services,0.0
133,AGGR,373937500.0,Business Services,0.0
136,AGIL,525475856.0,EDP Services,0.0
139,AGLE,366512248.0,Biotechnology: Pharmaceutical Preparations,-0.03899993896484375
150,AGYS,1232821796.0,Computer Software: Prepackaged Software,-0.45999965667724607
157,AINV,825077278.0,Finance/Investors Services,0.0
162,AKBA,497431755.0,Biotechnology: Pharmaceutical Preparations,0.19350004196166992
163,AKRO,829015816.0,Biotechnology: Pharmaceutical Preparations,-0.4310003280639648
164,AKTS,484879632.0,Telecommunications Equipment,-0.00010042190551757812
167,AKUS,417900133.0,Specialty Chemicals,-0.9980018615722657
168,AKYA,714372624.0,Medical Specialities,0.0
173,ALBO,583836584.0,Biotechnology: Pharmaceutical Preparations,0.08400077819824218
175,ALDX,476799648.0,Biotechnology: Pharmaceutical Preparations,-0.029999947547912596
181,ALGS,652127562.0,Biotechnology: Pharmaceutical Preparations,0.5880000114440919
190,ALLT,525442879.0,Telecommunications Equipment,0.0
199,ALRS,481680164.0,Commercial Banks,0.0
200,ALT,598740907.0,Biotechnology: Pharmaceutical Preparations,-0.1585000514984131
201,ALTA,747565271.0,Major Banks,
202,ALTM,1053800634.0,Oil & Gas Production,-0.22699966430664065
203,ALTO,343651206.0,Industrial Specialties,-0.030999976396560668
205,ALTU,368250000.0,,0.0
208,ALVR,1410060893.0,Biotechnology: Pharmaceutical Preparations,3.755998992919922
212,AMAL,434716600.0,Commercial Banks,0.26600017547607424
219,AMCX,1981182003.0,Broadcasting,-2.7809986114501952
227,AMNB,339376905.0,Major Banks,0.004999923706054687
228,AMOT,448681266.0,Electrical Products,-0.8613332748413086
231,AMPH,878499208.0,Biotechnology: Pharmaceutical Preparations,-0.7270001411437989
232,AMRK,627454596.0,Investment Bankers/Brokers/Service,-0.28749914169311525
235,AMSC,367699166.0,Office Equipment/Supplies/Services,0.7489999771118164
236,AMSF,1049725367.0,Property-Casualty Insurers,0.16599960327148439
238,AMSWA,813565050.0,Computer Software: Prepackaged Software,-0.12699975967407226
239,AMTB,887935337.0,Major Banks,-0.06300010681152345
240,AMTBB,803227281.0,Major Banks,0.0
241,AMTI,1029588818.0,Specialty Chemicals,-1.022000503540039
242,AMTX,421787471.0,Oilfield Services/Equipment,0.0
243,AMWD,1084392224.0,Building Products,2.0389999389648437
244,AMYT,743765800.0,Biotechnology: Pharmaceutical Preparations,0.0
246,ANAB,737271523.0,Biotechnology: Pharmaceutical Preparations,0.6650001525878907
248,ANDE,955214896.0,Tobacco,0.1419999122619629
251,ANGN,301857782.0,Biotechnology: Pharmaceutical Preparations,-0.5900001525878906
252,ANGO,933037725.0,Medical/Dental Instruments,0.012999916076660156
253,ANIK,568411533.0,Medical/Dental Instruments,-0.10400009155273438
254,ANIP,369220030.0,Biotechnology: Biological Products (No Diagnostic Substances),-0.045999908447265626
256,ANNX,803252844.0,Biotechnology: Pharmaceutical Preparations,0.7929998397827148
260,ANY,340846779.0,,-0.029999995231628416
262,AOSL,725895892.0,Semiconductors,-1.242000198364258
263,AOUT,363463353.0,,0.13600006103515624
269,APEI,479817225.0,Other Consumer Services,1.7799997329711916
273,APLT,356411237.0,Biotechnology: Pharmaceutical Preparations,0.6520002365112304
276,APOG,1005245935.0,,0.09899940490722657
280,APPH,708999672.0,Farming/Seeds/Milling,0.12879981994628906
284,APR,1328464091.0,Medical/Dental Instruments,-0.2760002136230469
291,APYX,392309021.0,Medical/Dental Instruments,0.0619999885559082
296,ARAY,326983180.0,Medical/Dental Instruments,-0.04499990940093994
298,ARCB,1846534794.0,Trucking Freight/Courier Services,0.6059999465942383
300,ARCE,1303447673.0,Service to the Health Industry,0.0
301,ARCT,1392702373.0,Biotechnology: Pharmaceutical Preparations,-4.284999847412109
306,ARKO,1235568104.0,Food Chains,0.0
309,ARLP,1182915537.0,Coal Mining,-0.0690000057220459
311,AROW,532125063.0,Major Banks,-0.5169998168945313
314,ARQT,1106324194.0,Biotechnology: Pharmaceutical Preparations,1.6035011291503907
315,ARRW,346796875.0,,0.0
317,ARTA,432151093.0,Business Services,0.0
322,ARTNA,354140680.0,Water Supply,0.4099994659423828
332,ASLE,551898004.0,Aerospace,0.0012000083923339843
351,ASTE,1228924332.0,Construction/Ag Equipment/Trucks,0.19799995422363278
359,ATAX,411324218.0,Finance: Consumer Services,-0.11600000858306884
361,ATCX,310854345.0,Military/Government/Technical,0.30300002098083495
362,ATEC,1392629918.0,Medical/Dental Instruments,-0.2819997549057007
363,ATER,471117335.0,Industrial Machinery/Components,0.36499972343444825
364,ATEX,1038252603.0,Telecommunications Equipment,0.9324996948242188
365,ATHA,361770579.0,Specialty Chemicals,-0.26599998474121095
367,ATHX,320150957.0,Biotechnology: Pharmaceutical Preparations,0.12099996805191039
369,ATLC,800480134.0,Finance: Consumer Services,0.6069994926452636
374,ATNI,724036246.0,Telecommunications Equipment,0.4340003967285156
375,ATNX,367274006.0,Biotechnology: Pharmaceutical Preparations,-0.24500017166137694
376,ATOM,507188555.0,Semiconductors,0.31000053882598877
377,ATOS,420389210.0,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-0.0019999980926513673
378,ATRA,1340864457.0,Biotechnology: Biological Products (No Diagnostic Substances),0.04699993133544922
380,ATRI,1301404610.0,Medical/Dental Instruments,0.291998291015625
381,ATRO,425271842.0,Military/Government/Technical,-0.194000244140625
382,ATRS,625650875.0,Medical/Dental Instruments,0.1010000467300415
383,ATSG,1875847163.0,,0.13999958038330076
386,ATVC,335685000.0,,0.0
392,ATY,431602047.0,,0.0
396,AUDC,1035965223.0,Telecommunications Equipment,0.0
399,AURC,344866038.0,Business Services,0.0
402,AUTL,475009060.0,Biotechnology: Biological Products (No Diagnostic Substances),0.0
408,AVAH,1542375041.0,Hospital/Nursing Management,-0.07000007629394532
413,AVDL,464668167.0,Biotechnology: Pharmaceutical Preparations,-0.05599994659423828
418,AVID,1230859301.0,Computer Software: Prepackaged Software,-0.09500002861022949
420,AVNW,361753160.0,Telecommunications Equipment,-0.00149993896484375
421,AVO,1373354483.0,,0.22300024032592775
422,AVPT,1649260283.0,EDP Services,0.0
426,AVTE,434504995.0,Biotechnology: Pharmaceutical Preparations,-1.5500001907348633
428,AVXL,1296867454.0,Biotechnology: Commercial Physical & Biological Resarch,-0.42399969100952145
429,AWH,401199982.0,Medical/Dental Instruments,0.003999972343444824
431,AXDX,369601007.0,Biotechnology: Laboratory Analytical Instruments,0.7440001964569092
432,AXGN,657799172.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0.0600001335144043
436,AXSM,1089008297.0,Biotechnology: Pharmaceutical Preparations,-0.20400047302246094
437,AXTI,319649745.0,Semiconductors,-0.2779996871948242
447,BANF,1804787441.0,Major Banks,-1.9699974060058592
449,BANR,1751081068.0,Major Banks,0.30200042724609377
452,BASE,1495328843.0,EDP Services,-0.34199981689453124
453,BATRA,1363140468.0,Movies/Entertainment,-0.1984996795654297
454,BATRK,1333870581.0,Movies/Entertainment,0.0
456,BBCP,457279068.0,Military/Government/Technical,0.13800004720687867
459,BBIG,598064414.0,Recreational Products/Toys,-1.1920928955078126e-08
462,BBSI,555754814.0,Professional Services,0.5520004272460938
463,BCAB,1125785088.0,Specialty Chemicals,-0.4239997863769531
473,BCOR,723252932.0,Investment Managers,-0.02799997329711914
474,BCOV,449344766.0,EDP Services,-0.05399985313415528
480,BCYC,1093074019.0,Biotechnology: Pharmaceutical Preparations,0.2479997634887695
483,BDSI,386009393.0,Biotechnology: Pharmaceutical Preparations,0.012000036239624022
485,BDTX,342762235.0,Biotechnology: Pharmaceutical Preparations,1.6639009475708006
496,BFC,520579792.0,Major Banks,0.6160015106201172
501,BFST,449516362.0,Major Banks,0.31059999465942384
502,BGCP,1910559806.0,Investment Bankers/Brokers/Service,-0.017999982833862307
503,BGFV,566560223.0,Other Specialty Stores,0.025000143051147464
505,BGRY,1559612831.0,Office Equipment/Supplies/Services,0.0
526,BIOX,520561920.0,Agricultural Chemicals,0.0
527,BITF,754625175.0,,0.0
529,BJRI,925215414.0,Restaurants,1.355000114440918
537,BLBD,537015547.0,Construction/Ag Equipment/Trucks,0.5840001106262207
540,BLDE,735787631.0,Aerospace,-0.04299993515014648
543,BLFS,1913085781.0,Medical/Dental Instruments,-2.833998680114746
544,BLFY,380775375.0,Commercial Banks,-0.02799997329711914
545,BLI,1712742662.0,Specialty Chemicals,-2.5220008850097657
552,BLNK,1223038450.0,Business Services,0.5831000566482545
560,BLU,457686032.0,,0.0
561,BLUE,1221144380.0,Biotechnology: Biological Products (No Diagnostic Substances),-1.6897623062133789
563,BMEA,301292877.0,Biotechnology: Pharmaceutical Preparations,-0.17500000000000002
565,BMRC,575737825.0,Major Banks,0.08000068664550782
567,BMTC,766501117.0,Major Banks,0.3060005187988281
568,BNFT,364808391.0,Computer Software: Prepackaged Software,-0.015999984741210938
569,BNGO,1455212726.0,Biotechnology: Laboratory Analytical Instruments,0.0
579,BOLT,523610324.0,Biotechnology: Pharmaceutical Preparations,0.43000030517578125
580,BOMN,978839272.0,Advertising,0.33700008392333985
582,BOOM,704249958.0,,0.008999443054199219
585,BOWX,603750000.0,,0.0
609,BRKL,1106425134.0,Savings Institutions,-0.0010001182556152344
615,BROG,996263181.0,Integrated oil Companies,0.0
622,BRY,470755479.0,Oil & Gas Production,0.009000015258789063
629,BSKY,367500000.0,,0.0
633,BSRR,348926842.0,Major Banks,-0.5030002593994141
636,BTAI,830678944.0,Biotechnology: Pharmaceutical Preparations,0.28950042724609376
637,BTAQ,438340000.0,Business Services,0.0
640,BTBT,392855673.0,Finance: Consumer Services,0.0
643,BTNB,370012500.0,Business Services,0.0
644,BTRS,1689999825.0,EDP Services,-0.018500041961669923
646,BTWN,728123310.0,Business Services,0.0
649,BUSE,1260960838.0,Major Banks,-1.3150004386901857
650,BVS,785090062.0,Medical/Dental Instruments,-0.8820001602172851
656,BWB,441949063.0,Major Banks,-0.10399999618530273
662,BWMX,1315961299.0,Catalog/Specialty Distribution,0.0
666,BYRN,557854205.0,Military/Government/Technical,0.0
667,BYSI,555735308.0,Biotechnology: Pharmaceutical Preparations,0.0
668,BYTS,403298002.0,Business Services,0.0
672,BZUN,1461386504.0,Catalog/Specialty Distribution,0.0
674,CABA,308913907.0,Biotechnology: Pharmaceutical Preparations,0.16299991607666017
675,CAC,676244271.0,Major Banks,1.3600004196166993
684,CALM,1740786632.0,Farming/Seeds/Milling,0.00200042724609375
685,CALT,599572845.0,Biotechnology: Pharmaceutical Preparations,0.0
686,CAMP,357269920.0,Telecommunications Equipment,0.13399996757507324
687,CAMT,1779535305.0,Electronic Components,0.0
688,CAN,1258944199.0,Semiconductors,0.0
691,CARA,753352637.0,Biotechnology: Pharmaceutical Preparations,0.07500038146972657
692,CARE,362462114.0,Major Banks,0.8489995002746583
695,CASA,554377259.0,Radio And Television Broadcasting And Communications Equipment,0.13000006675720216
696,CASH,1592177830.0,Banks,0.49000091552734376
698,CASS,591281611.0,Business Services,0.039999771118164065
700,CATC,581275732.0,Major Banks,-0.23000030517578127
708,CBNK,310275927.0,Major Banks,-0.11399974822998048
711,CBTX,632287266.0,Major Banks,-0.18200035095214845
713,CCAP,533771472.0,,0.0
714,CCB,364046954.0,Commercial Banks,-0.09909992218017577
715,CCBG,372921566.0,Major Banks,-0.25699977874755864
