,Symbol,Market Cap,Industry,pl5
3,AAL,12927143054.0,Air Freight/Delivery Services,-1.0450000762939453
16,ABMD,16130630721.0,Medical/Dental Instruments,4.223997497558594
17,ABNB,97934680939.0,Industrial Machinery/Components,-3.72469482421875
39,ACGL,15392056979.0,Property-Casualty Insurers,0.4749994277954101
86,ADP,84019567616.0,Business Services,2.4340118408203355
88,ADSK,62098955565.0,Computer Software: Prepackaged Software,-0.8690002441406023
106,AEP,41821011940.0,Electric Utilities: Central,3.254002380371094
122,AFRM,29642859345.0,EDP Services,-3.7793998718261714
161,AKAM,17678435837.0,Business Services,-1.5560012817382813
180,ALGN,55595026669.0,Industrial Specialties,-1.6690093994140625
192,ALNY,22148456067.0,Biotechnology: Pharmaceutical Preparations,-1.694000244140625
216,AMAT,122159002622.0,Industrial Machinery/Components,1.331003189086914
220,AMD,122727827233.0,Semiconductors,0.32799530029296875
223,AMGN,123456780066.0,Biotechnology: Pharmaceutical Preparations,-0.70899658203125
258,ANSS,31294862424.0,Computer Software: Prepackaged Software,0.352996826171875
278,APP,26496414259.0,EDP Services,0.826998519897461
305,ARGX,16614617815.0,Biotechnology: Biological Products (No Diagnostic Substances),0.0
389,ATVI,60186856559.0,Computer Software: Prepackaged Software,0.20499877929687502
435,AXON,11391775942.0,Military/Government/Technical,5.3239997863769535
442,AZN,178459553894.0,Biotechnology: Pharmaceutical Preparations,0.0
504,BGNE,36877185506.0,Biotechnology: Pharmaceutical Preparations,-14.954006958007824
516,BIDU,54288451833.0,Computer Software: Programming Data Processing,0.0
518,BIIB,44367255981.0,Biotechnology: Pharmaceutical Preparations,-3.854997253417969
519,BILI,27098925618.0,EDP Services,0.0
533,BKNG,95717469544.0,Other Consumer Services,0.98798828125
566,BMRN,14310643503.0,Biotechnology: Pharmaceutical Preparations,1.2049980163574219
576,BNTX,84255240506.0,Biotechnology: Biological Products (No Diagnostic Substances),0.0
610,BRKR,12486333435.0,Biotechnology: Laboratory Analytical Instruments,-0.8220001220703125
635,BSY,18369115441.0,Retail: Computer Software & Peripheral Equipment,0.260498046875
671,BZ,15136306165.0,,0.0
719,CCEP,25604223924.0,Beverages (Production/Distribution),0.0
735,CDNS,44600329200.0,Computer Software: Prepackaged Software,2.501992416381836
737,CDW,26084264475.0,EDP Services,-0.6269973754882813
753,CERN,22080260007.0,Managed Health Care,-1.560999298095703
770,CFLT,17064669659.0,EDP Services,0.0
776,CG,17104338320.0,Investment Managers,0.24300003051757812
783,CGNX,15165008814.0,Industrial Machinery/Components,0.33399810791015627
797,CHKP,15399281011.0,Computer Software: Prepackaged Software,0.0
806,CHRW,11433896670.0,Oil Refining/Marketing,1.5909988403320312
812,CHTR,154403823820.0,Television Services,0.7479644775390171
824,CINF,18419979412.0,Property-Casualty Insurers,-0.5
877,CME,67693972512.0,Investment Bankers/Brokers/Service,0.3640045166015625
914,COHR,18428635574.0,Biotechnology: Laboratory Analytical Instruments,-2.3489974975585937
916,COIN,49357372194.0,EDP Services,37.28302917480469
938,COUP,17705015481.0,Computer Software: Prepackaged Software,-1.4335227966308592
952,CPRT,33367031358.0,Business Services,-5.706002807617187
989,CRWD,58784688215.0,EDP Services,12.102490234374955
997,CSGP,34947842395.0,Real Estate,0.38070106506347656
1011,CSX,67319247873.0,Railroads,-0.14933338165283203
1015,CTAS,40859537780.0,Business Services,-2.8380035400390624
1027,CTSH,39520800000.0,EDP Services,-0.10900306701660156
1031,CTXS,13730129703.0,Computer Software: Prepackaged Software,-3.786986541748047
1075,CZR,22499750435.0,Hotels/Resorts,-2.296997547149658
1092,DBX,12005769432.0,Computer Software: Prepackaged Software,0.6108009338378907
1110,DDOG,43702352252.0,EDP Services,-8.47829818725586
1145,DISCA,13260649842.0,Television Services,-0.522000503540039
1146,DISCB,22480392276.0,Television Services,0.0
1147,DISCK,12765019146.0,Television Services,-0.7909996032714843
1148,DISH,22350830633.0,Television Services,0.6829994201660157
1151,DKNG,23446872924.0,Services-Misc. Amusement & Recreation,8.415398788452148
1156,DLO,18162242009.0,,0.0
1159,DLTR,19882209131.0,Department/Specialty Retail Stores,-0.19900131225585935
1171,DOCU,52975256484.0,EDP Services,-13.415702819824219
1217,DXCM,53696123800.0,Medical/Dental Instruments,-5.231007385253907
1226,EA,37274525081.0,Computer Software: Prepackaged Software,6.886003112792968
1232,EBAY,46309975548.0,Catalog/Specialty Distribution,-0.7740005493164063
1295,ENPH,20396457406.0,Electrical Products,4.738992500305176
1299,ENTG,17511054822.0,Semiconductors,-2.7479991912841797
1326,ERIC,36788022800.0,Computer Software: Prepackaged Software,0.0
1350,ETSY,27693737416.0,Catalog/Specialty Distribution,-8.271420669555663
1377,EXAS,17968646361.0,Biotechnology: Commercial Physical & Biological Resarch,9.048999786376953
1378,EXC,48891633000.0,Power Generation,0.24500045776367188
1381,EXPD,20711431072.0,Oil Refining/Marketing,-1.9590011596679688
1382,EXPE,23058085429.0,Other Consumer Services,0.6259983062744141
1397,FANG,14393765016.0,Oil & Gas Production,0.45999965667724607
1401,FAST,30386471708.0,,-0.8120002746582031
1441,FFIV,12166187675.0,EDP Services,-11.393004608154298
1457,FISV,70792995057.0,EDP Services,-0.15400161743164062
1458,FITB,26675539703.0,Major Banks,-0.3380002975463867
1462,FIVE,10655344838.0,Department/Specialty Retail Stores,0.8050010681152344
1463,FIVN,11628097209.0,EDP Services,6.611606597900391
1512,FOX,19795607144.0,Broadcasting,-0.0819997787475586
1513,FOXA,21284301177.0,Broadcasting,0.0
1551,FSLR,10293834820.0,Semiconductors,4.3679973602294915
1572,FTNT,48096165698.0,Diversified Manufacture,-4.218003845214844
1586,FUTU,13197583542.0,Investment Bankers/Brokers/Service,0.0
1592,FWONA,10382403001.0,Broadcasting,0.15900115966796877
1593,FWONK,11389919272.0,Broadcasting,0.0
1636,GDRX,18132180604.0,Retail: Computer Software & Peripheral Equipment,2.6930004119873048
1637,GDS,10466262744.0,Computer Software: Programming Data Processing,0.0
1660,GH,13119697116.0,Medical Specialities,1.3239971160888673
1675,GILD,89488391923.0,Biotechnology: Pharmaceutical Preparations,-1.0099990844726563
1686,GLBE,10339059772.0,Computer Software: Prepackaged Software,0.0
1701,GLPI,11002778858.0,Real Estate Investment Trusts,-1.4129999160766602
1710,GMAB,28114207540.0,Biotechnology: Commercial Physical & Biological Resarch,0.0
1765,GRFS,10608972230.0,Biotechnology: Pharmaceutical Preparations,0.0
1768,GRMN,31923506039.0,Industrial Machinery/Components,0.966998291015625
1777,GRUB,17149999020.0,,2.179801082611084
1826,HAS,13187284924.0,Recreational Products/Toys,-0.30699920654296875
1828,HBAN,21328872019.0,Major Banks,0.1350001335144043
1864,HELE,66512519640.0,Home Furnishings,0.008000183105468751
1916,HOLX,19609784413.0,Medical Electronics,0.9980007171630859
1918,HON,149947816365.0,Office Equipment/Supplies/Services,-0.31999969482421875
1920,HOOD,34833653131.0,Computer Software: Prepackaged Software,0.0
1937,HSIC,10629256349.0,Medical Specialities,0.8039997100830079
1941,HST,11562800557.0,Real Estate Investment Trusts,0.09300003051757813
1948,HTHT,14826465778.0,Hotels/Resorts,0.0
1984,HZNP,24428109573.0,Biotechnology: Pharmaceutical Preparations,0.48100147247314456
1985,IAC,10344710092.0,EDP Services,0.0
2002,ICLR,21275409193.0,Biotechnology: Commercial Physical & Biological Resarch,0.0
2017,IEP,13345601663.0,,0.15699996948242187
2042,ILMN,138220800000.0,Medical Specialities,30.127989196777342
2076,INCY,17016461653.0,Biotechnology: Commercial Physical & Biological Resarch,-1.1910026550292967
2101,INTU,150883290773.0,Computer Software: Prepackaged Software,-6.6549926757812505
2140,ISRG,121231339710.0,Medical/Dental Instruments,8.798956298828125
2171,JBHT,105501046671.0,Trucking Freight/Courier Services,-1.3980010986328124
2180,JD,115713229800.0,Business Services,0.0
2185,JKHY,12495783451.0,Retail: Computer Software & Peripheral Equipment,1.3039993286132814
2225,KDP,49171224033.0,Beverages (Production/Distribution),-0.385999870300293
2234,KHC,44519057879.0,Farming/Seeds/Milling,-0.16300010681152344
2305,LAMR,11071907975.0,Real Estate Investment Trusts,-0.21699981689453124
2324,LBRDA,31076924285.0,Television Services,-0.3040000915527344
2325,LBRDK,32135125194.0,Television Services,0.0
2327,LBTYA,15549898017.0,Television Services,-0.1829996109008789
2328,LBTYB,15899895721.0,Television Services,0.0
2329,LBTYK,15572120093.0,Television Services,0.0
2339,LCID,37050085051.0,Auto Manufacturing,0.0
2367,LFUS,13177553436.0,Electronic Components,1.7110015869140853
2381,LI,28238329655.0,Auto Manufacturing,0.0
2409,LKQ,14823073360.0,Automotive Aftermarket,-0.00899972915649414
2430,LNT,14547489169.0,Power Generation,0.0
2436,LOGI,16033246194.0,Computer peripheral equipment,0.04100074768066406
2444,LPLA,11337891358.0,Investment Bankers/Brokers/Service,-5.961001586914063
2451,LRCX,83389270367.0,Industrial Machinery/Components,-2.0700057983398437
2460,LSXMA,15703740797.0,Broadcasting,0.3981019973754883
2461,LSXMK,15707065043.0,Broadcasting,0.23928375244140626
2469,LULU,54524283491.0,,-0.5510009765625
2488,LYFT,17159340107.0,EDP Services,-1.8247997283935546
2514,MAR,45930573296.0,Hotels/Resorts,0.3409996032714844
2518,MASI,15051455595.0,Medical/Dental Instruments,2.8049972534179686
2558,MDB,32455726073.0,Retail: Computer Software & Peripheral Equipment,-48.48071441650391
2563,MDLZ,84931387837.0,Meat/Poultry/Fish,0.10400009155273438
2579,MELI,90478185699.0,Catalog/Specialty Distribution,-0.42000732421875
2625,MKTX,16188010271.0,Investment Bankers/Brokers/Service,16.85400390625
2640,MNDY,15664500113.0,,0.0
2648,MNST,49366201599.0,Beverages (Production/Distribution),-0.34900054931640623
2665,MORN,11864409645.0,Advertising,-0.6270050048828125
2677,MPWR,33266268379.0,Semiconductors,-28.96699676513672
2678,MQ,14261699169.0,EDP Services,-0.20699996948242189
2691,MRNA,172256063646.0,Biotechnology: Biological Products (No Diagnostic Substances),-45.07170372009278
2697,MRVI,11981168657.0,Biotechnology: Pharmaceutical Preparations,0.616000747680664
2698,MRVL,49986191244.0,Semiconductors,-0.9079994201660156
2717,MTCH,42075230504.0,,1.3462024688720704
2727,MU,81189346747.0,Semiconductors,-0.8929981231689452
2773,NDAQ,31979406821.0,Investment Bankers/Brokers/Service,0.3790016174316406
2777,NDSN,14000376963.0,Industrial Machinery/Components,-0.41299591064453123
2803,NICE,17771210499.0,Computer Software: Prepackaged Software,0.0
2812,NLOK,14723725437.0,Computer Software: Prepackaged Software,0.03600006103515625
2852,NTAP,19764368493.0,Electronic Components,-0.12400016784667969
2857,NTLA,10970146227.0,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-4.0553991317749025
2859,NTRA,11329933412.0,Medical Specialities,-2.772205924987793
2860,NTRS,22012740506.0,Trusts Except Educational Religious and Charitable,-1.8620010375976561
2864,NUAN,17342698780.0,Computer Software: Prepackaged Software,-1.366999053955078
2870,NVAX,17056129172.0,Biotechnology: Biological Products (No Diagnostic Substances),24.64899859428406
2872,NVCR,13031646821.0,Medical/Dental Instruments,-7.821207046508789
2888,NWL,10324458000.0,Plastic Products,-0.35500001907348633
2891,NWS,12558352810.0,Broadcasting,-0.07699985504150392
2892,NWSA,12927629240.0,Broadcasting,0.0
2894,NXPI,53411421576.0,Semiconductors,0.36099929809570314
2929,ODFL,75500894624.0,Trucking Freight/Courier Services,-0.3056671142578125
2947,OKTA,39138964625.0,EDP Services,-16.575304412841795
2963,ON,20316815037.0,Semiconductors,-0.3520005226135254
2976,OPEN,10780751847.0,Real Estate,-0.3409999847412109
2997,ORLY,41290369865.0,Other Specialty Stores,-1.6290039062500001
3018,OTEX,13688268020.0,,0.0
3047,OZON,10461156168.0,Catalog/Specialty Distribution,0.0
3080,PAYX,39058797690.0,Business Services,-2.1449966430664062
3091,PCAR,27926627652.0,Auto Manufacturing,2.5449951171875
3102,PCTY,14936222271.0,Computer Software: Prepackaged Software,2.2468032836914062
3108,PDD,120303192008.0,Business Services,0.0
3116,PEGA,10571317112.0,EDP Services,-0.7799980163574219
3117,PENN,11553803149.0,Movies/Entertainment,-2.8959987640380858
3131,PFG,16812207176.0,Specialty Insurers,0.5139991760253906
3179,PLTK,10769283591.0,EDP Services,0.08999996185302735
3180,PLUG,14789652786.0,Electrical Products,-1.7799995899200438
3203,PODD,19942428769.0,Medical/Dental Instruments,-6.932003784179676
3206,POOL,41960239847.0,Recreational Products/Toys,9.365005493164062
3218,PPD,16423991397.0,Biotechnology: Pharmaceutical Preparations,
3264,PTC,14110464134.0,Computer Software: Prepackaged Software,-1.6320018768310547
3277,PTON,30820509882.0,Other Consumer Services,-6.483894729614257
3307,QCOM,148952400000.0,Computer peripheral equipment,3.218999481201172
3325,QRVO,18967435055.0,Industrial Machinery/Components,-5.521492004394531
3386,REG,11510643742.0,Real Estate Investment Trusts,1.934000015258789
3388,REGN,69161626277.0,Biotechnology: Pharmaceutical Preparations,-24.719985961914016
3406,RGEN,16694370175.0,Medical/Dental Instruments,-7.764997863769531
3465,ROKU,41941108192.0,Television Services,-3.646699905395508
3468,ROST,40198997508.0,Clothing/Shoe/Accessory Stores,3.216002655029297
3475,RPRX,15816298092.0,Biotechnology: Pharmaceutical Preparations,-2.7730018615722654
3506,RYAAY,25680733819.0,Air Freight/Delivery Services,0.0
3524,SBAC,38944061117.0,Real Estate Investment Trusts,-6.808999633789062
3534,SBNY,15265242456.0,Major Banks,0.0
3540,SBUX,131976663000.0,,-1.2680023193359375
3572,SEDG,13918006391.0,Semiconductors,0.554392242431561
3595,SGEN,28829340870.0,Biotechnology: Biological Products (No Diagnostic Substances),8.519001770019532
3640,SIRI,24565893273.0,Broadcasting,-0.04000005722045898
3642,SIVB,34302897329.0,Major Banks,-20.380014038085893
3710,SNPS,49121137063.0,EDP Services,-5.256996154785156
3717,SNY,120312204390.0,Biotechnology: Pharmaceutical Preparations,0.0
3718,SOFI,11948147040.0,Diversified Financial Services,0.0
3743,SPLK,23821576272.0,Computer Software: Prepackaged Software,-17.552991485595747
3762,SRAD,28981453966.0,,
3783,SSNC,17712280038.0,EDP Services,-0.005999374389648438
3801,STLD,11993731765.0,Steel/Iron Ore,-0.5319997787475585
3803,STNE,12474434585.0,EDP Services,0.0
3818,STX,18617870567.0,Electronic Components,2.062000274658203
3850,SWKS,28195194070.0,Semiconductors,-1.7220008850097657
3908,TCOM,17657542612.0,Business Services,0.0
3918,TEAM,99110608603.0,Computer Software: Prepackaged Software,0.0
3919,TECH,20817102196.0,Biotechnology: Biological Products (No Diagnostic Substances),-5.919992065429688
3929,TER,19258971251.0,Electrical Products,0.4059967041015625
3988,TMUS,158354446091.0,Telecommunications Equipment,-0.5270042419433594
4012,TRMB,22318684154.0,Industrial Machinery/Components,0.12999954223632812
4021,TROW,46735382303.0,Investment Managers,-1.8530029296875
4033,TSCO,23517111211.0,Other Specialty Stores,0.6650016784667968
4043,TTD,33397209310.0,EDP Services,-5.592838096618653
4051,TTWO,17355405402.0,Computer Software: Prepackaged Software,-0.27299728393554684
4061,TW,19599667546.0,Investment Bankers/Brokers/Service,1.249995803833008
4074,TXG,17927990599.0,Managed Health Care,-13.528594970703125
4076,TXN,177754847816.0,Semiconductors,-3.4609954833984373
4084,UAL,14436369729.0,Air Freight/Delivery Services,-2.6880022048950196
4101,UHAL,12672513384.0,Rental/Leasing Companies,-13.96900329589846
4108,ULTA,20043808887.0,,1.1469955444335938
4120,UPST,23301843289.0,Finance: Consumer Services,-1.3960006713867188
4182,VIAC,25272506242.0,Movies/Entertainment,0.0
4183,VIACA,27920009774.0,Movies/Entertainment,-2.375999641418457
4230,VOD,43669622214.0,Telecommunications Equipment,0.0
4254,VRSK,32384652633.0,Business Services,2.6919982910156253
4255,VRSN,24172150014.0,EDP Services,8.225004577636719
4257,VRTX,48668766714.0,Biotechnology: Pharmaceutical Preparations,-11.099011230468681
4272,VTRS,16210538616.0,Specialty Chemicals,0.023000144958496095
4295,WB,11149734589.0,Internet and Information Services,0.0
4296,WBA,42142181548.0,Medical/Nursing Services,0.38500022888183594
4297,WDAY,65464560000.0,Computer Software: Prepackaged Software,-11.642005920410156
4298,WDC,17499839417.0,Electronic Components,0.15100059509277344
4321,WIX,11627798967.0,EDP Services,0.0
4329,WLTW,29249891659.0,Specialty Insurers,0.0
4330,WMG,20302689984.0,Movies/Entertainment,-0.06300010681152345
4362,XEL,34500328413.0,Power Generation,1.903998565673828
4370,XLNX,37038561004.0,Semiconductors,-1.2479995727539062
4372,XM,23718862763.0,Computer Software: Prepackaged Software,0.7780006408691407
4383,XP,24492373257.0,Investment Bankers/Brokers/Service,-0.144000244140625
4390,XRAY,13011410031.0,Medical/Dental Instruments,0.38699989318847655
4400,YNDX,27708390343.0,Internet and Information Services,0.0
4410,Z,24316036032.0,Business Services,-2.2205993652343747
4411,ZBRA,29572427006.0,Computer peripheral equipment,6.834007263183593
4417,ZG,24272931484.0,Business Services,0.0
4422,ZI,25787501699.0,Computer Software: Prepackaged Software,-1.7455028533935546
4433,ZM,83157185933.0,Computer Software: Prepackaged Software,-14.079989624023437
4439,ZS,37396283679.0,EDP Services,-8.747894287109375
